Date,AAPL,MSFT,NVDA,GOOGL,META,AVGO,CRM,ADBE,JPM,BAC,GS,MS,BLK,AXP,WFC,SCHW,JNJ,UNH,PFE,ABBV,MRK,TMO,ABT,MDT,AMZN,TSLA,MCD,NKE,SBUX,TGT,COST,XOM,CVX,COP,SLB,EOG,PSX,CAT,BA,HON,UPS,RTX,DE,NEE,DUK,AMT,PLD,LIN,VZ
2019-01-02,37.503726959228516,94.39714813232422,3.376983404159546,52.30173110961914,134.62351989746094,20.959415435791016,133.92282104492188,224.57000732421875,80.83650207519531,20.945079803466797,145.3916473388672,32.31395721435547,325.0408935546875,86.62645721435547,38.47613525390625,37.51490783691406,104.38790130615234,215.45314025878906,29.29435157775879,65.32695770263672,57.63822555541992,215.25656127929688,61.18265151977539,71.84898376464844,76.95649719238281,20.674667358398438,148.79776000976562,67.1541748046875,54.917144775390625,54.379150390625,185.1300048828125,50.001834869384766,80.604248046875,49.3965950012207,30.385839462280273,67.62140655517578,65.85787200927734,108.229248046875,314.6451416015625,106.92845153808594,72.92181396484375,57.58249282836914,133.534423828125,35.500205993652344,63.38883972167969,130.50430297851562,46.67277145385742,141.08045959472656,37.511756896972656
2019-01-03,33.76808166503906,90.9244613647461,3.1729562282562256,50.85319900512695,130.71421813964844,19.09505271911621,128.83462524414062,215.6999969482422,79.68769073486328,20.609424591064453,143.26185607910156,31.73807716369629,315.4921875,84.9355697631836,38.17285919189453,36.738990783691406,102.72913360595703,209.5777587890625,28.47479820251465,63.174495697021484,56.456321716308594,208.14413452148438,58.29518508911133,69.83047485351562,75.01399993896484,20.02400016784668,147.81735229492188,65.9663314819336,52.53501510620117,53.634342193603516,181.2061004638672,49.234127044677734,79.06045532226562,48.46134948730469,30.712568283081055,67.14380645751953,64.94610595703125,104.05870056152344,302.10052490234375,105.50086975097656,70.85139465332031,55.01972579956055,129.88275146484375,35.41241455078125,63.36638259887695,131.2869110107422,46.29631042480469,136.67391967773438,37.64567565917969
2019-01-04,35.20960998535156,95.15328216552734,3.3762402534484863,53.461639404296875,136.87588500976562,19.28272819519043,136.3038787841797,226.19000244140625,82.62540435791016,21.46535301208496,147.9440155029297,33.033836364746094,327.0441589355469,88.76280212402344,39.30402374267578,38.29082489013672,104.45326232910156,212.02874755859375,29.125024795532227,65.20980072021484,58.15673828125,217.55221557617188,59.95901870727539,72.02062225341797,78.76950073242188,21.179332733154297,150.67401123046875,67.68917846679688,54.27678680419922,54.3709716796875,186.4681396484375,51.04936599731445,80.69889068603516,49.684967041015625,31.92963409423828,70.09166717529297,67.8907241821289,109.74502563476562,317.82257080078125,109.19140625,73.31938934326172,56.90191650390625,136.76231384277344,36.064598083496094,63.8902702331543,131.81149291992188,47.46661376953125,140.56893920898438,37.73942184448242
2019-01-07,35.13124465942383,95.27465057373047,3.5549798011779785,53.35502624511719,136.97509765625,19.675443649291992,140.51272583007812,229.25999450683594,82.68284606933594,21.448566436767578,148.76380920410156,33.36176681518555,327.9539489746094,89.24459838867188,39.049930572509766,38.56148910522461,103.7832260131836,212.43580627441406,29.280805587768555,66.16155242919922,57.51621627807617,220.4854278564453,60.856929779052734,67.37886810302734,81.47550201416016,22.33066749572754,152.31358337402344,68.65938568115234,54.27678680419922,57.0309944152832,187.1552734375,51.31483840942383,81.74750518798828,49.46674346923828,32.81180191040039,70.53196716308594,68.36156463623047,109.81353759765625,318.8233947753906,109.79974365234375,73.07183837890625,56.875343322753906,138.9984130859375,36.012332916259766,63.62084197998047,132.62741088867188,48.23590087890625,140.44329833984375,37.98048782348633
2019-01-08,35.80095291137695,95.96546173095703,3.466478109359741,53.823646545410156,141.42019653320312,19.517532348632812,143.9707489013672,232.67999267578125,82.52692413330078,21.4066162109375,148.2144775390625,33.15380859375,332.1273498535156,89.68096923828125,38.967960357666016,39.048702239990234,106.19377136230469,215.27613830566406,29.41628074645996,66.46903228759766,57.94322204589844,225.61622619628906,60.12626647949219,67.85284423828125,82.8290023803711,22.356666564941406,152.6347198486328,69.5752182006836,54.3194580078125,56.97369384765625,188.55667114257812,51.68794631958008,81.39070892333984,50.12919616699219,33.220218658447266,71.28572082519531,68.30176544189453,111.13237762451172,330.8919372558594,109.5726318359375,73.07936096191406,57.901512145996094,141.48696899414062,36.27572250366211,64.42162322998047,134.12620544433594,49.8399658203125,141.93304443359375,39.092044830322266
2019-01-09,36.408905029296875,97.33771514892578,3.5346519947052,53.639163970947266,143.1069793701172,20.361658096313477,144.2374725341797,235.42999267578125,82.3874282836914,21.61639976501465,149.1441192626953,33.38577651977539,334.0303955078125,89.8446044921875,39.18107223510742,39.54494094848633,105.35209655761719,215.5858917236328,29.355318069458008,64.2873306274414,57.50096893310547,231.90457153320312,61.129844665527344,68.89070129394531,82.97100067138672,22.568666458129883,152.37277221679688,69.44825744628906,54.54146194458008,57.5302619934082,189.77720642089844,51.9605827331543,82.48299407958984,51.78926086425781,33.68579864501953,74.02459716796875,68.75018310546875,111.56057739257812,334.0985107421875,110.08364868164062,73.45442962646484,58.12482452392578,139.15167236328125,36.11894226074219,63.471134185791016,132.95216369628906,50.17549133300781,142.21128845214844,38.60015106201172
2019-01-10,36.52528762817383,96.71226501464844,3.6003477573394775,53.499324798583984,143.07720947265625,20.629533767700195,145.27487182617188,237.77000427246094,82.37923431396484,21.591224670410156,148.7469024658203,33.321773529052734,333.4544982910156,89.32643127441406,39.14009475708008,39.43666076660156,105.98946380615234,216.6742401123047,28.657669067382812,64.57286834716797,56.791831970214844,234.32769775390625,60.812923431396484,69.33200073242188,82.81099700927734,22.99799919128418,153.43765258789062,69.29409790039062,54.806148529052734,55.893333435058594,190.4462890625,51.695125579833984,82.61406707763672,52.950523376464844,34.02070999145508,73.97238159179688,69.4601821899414,113.86426544189453,342.6300048828125,111.73019409179688,74.19708251953125,58.704368591308594,143.47055053710938,36.66242980957031,63.815425872802734,134.7672576904297,51.05116653442383,145.25367736816406,38.9722785949707
2019-01-11,36.16668701171875,95.96546173095703,3.6895930767059326,52.787208557128906,142.68032836914062,20.71634292602539,145.7787628173828,237.5500030517578,81.9853515625,21.842967987060547,149.5329132080078,33.38577651977539,332.1273498535156,89.59010314941406,39.23845672607422,39.53590393066406,106.02213287353516,219.15184020996094,29.043743133544922,64.65339660644531,57.11211013793945,235.44606018066406,61.03300857543945,69.33200073242188,82.02799987792969,23.150667190551758,154.1306610107422,68.94954681396484,54.41337966918945,56.97369384765625,190.3288116455078,51.458343505859375,81.951416015625,51.74250793457031,34.09422302246094,72.2932357788086,69.27334594726562,113.12775421142578,342.91180419921875,111.4138412475586,73.44690704345703,58.45978546142578,142.71316528320312,36.72932434082031,63.321495056152344,134.38426208496094,51.0347900390625,143.78184509277344,39.25645446777344
2019-01-14,35.62284469604492,95.26533508300781,3.729506731033325,52.14452362060547,144.25794982910156,20.74114418029785,144.2967529296875,234.55999755859375,82.83055114746094,22.128278732299805,151.04574584960938,33.9776611328125,330.8836669921875,89.49006652832031,39.68927764892578,39.51785659790039,104.82097625732422,219.49691772460938,28.698318481445312,62.815452575683594,55.94545364379883,230.58021545410156,60.3785400390625,69.25845336914062,80.8604965209961,22.293333053588867,153.1587677001953,68.99488830566406,54.10600662231445,56.343482971191406,188.96356201171875,51.39377212524414,81.35429382324219,51.13458251953125,33.75115203857422,73.51713562011719,69.37797546386719,112.8708267211914,340.44366455078125,111.61663818359375,74.3696060180664,58.93830490112305,141.92877197265625,35.792850494384766,62.610504150390625,134.38426208496094,51.026611328125,141.81642150878906,39.26321792602539
2019-01-15,36.35192108154297,98.02853393554688,3.715376377105713,53.88018035888672,147.7902069091797,21.205795288085938,147.3990478515625,242.36000061035156,83.43777465820312,22.27932357788086,152.05148315429688,34.2975959777832,334.46441650390625,89.08099365234375,39.074520111083984,39.92387008666992,105.70346069335938,227.29249572753906,28.94214630126953,63.3638801574707,56.80708312988281,231.00209045410156,62.3242301940918,70.30445098876953,83.72799682617188,22.961999893188477,152.98974609375,70.61798095703125,54.712223052978516,55.827850341796875,190.79898071289062,51.42247009277344,81.64558410644531,51.46193313598633,34.077880859375,73.57682037353516,69.09397888183594,111.9202651977539,342.2704772949219,111.74641418457031,73.18437194824219,59.04997253417969,141.60418701171875,36.52238082885742,63.7181396484375,135.75807189941406,51.73043441772461,141.107421875,39.310585021972656
2019-01-16,36.796024322509766,98.37391662597656,3.6898415088653564,54.02894973754883,146.3911895751953,20.80976676940918,146.7568359375,241.9499969482422,84.11067199707031,23.873699188232422,166.56275939941406,35.585350036621094,344.7560729980469,90.37189483642578,40.115516662597656,42.134334564208984,104.62483978271484,231.35397338867188,28.522201538085938,63.400936126708984,56.89095687866211,230.177978515625,61.7493782043457,71.0889892578125,84.18900299072266,23.06999969482422,151.5782928466797,70.43663024902344,54.44753646850586,55.533199310302734,190.0304412841797,51.40093994140625,81.12127685546875,51.17356491088867,33.69397735595703,73.80122375488281,69.49755859375,112.75094604492188,342.0956115722656,111.94918823242188,72.75677490234375,58.94894790649414,141.92877197265625,36.51401901245117,63.815425872802734,136.3659210205078,52.00049591064453,141.1163787841797,38.620452880859375
2019-01-17,37.0145149230957,99.06472778320312,3.7612388134002686,54.505516052246094,147.14527893066406,21.109888076782227,148.02149963378906,244.39999389648438,84.45531463623047,24.32684326171875,168.26148986816406,34.01764678955078,344.322021484375,90.44461822509766,40.35322952270508,42.332828521728516,105.48282623291016,229.85858154296875,28.76604461669922,64.62376403808594,57.64584732055664,233.65077209472656,62.36845397949219,71.58749389648438,84.66100311279297,23.15399932861328,153.06576538085938,71.75139617919922,54.882972717285156,56.77727508544922,191.18771362304688,51.752506256103516,81.529052734375,52.26469421386719,33.79199981689453,74.08545684814453,69.81891632080078,115.21732330322266,348.9266357421875,113.45783233642578,74.69966888427734,59.959171295166016,144.3271484375,36.6833381652832,64.09232330322266,136.86546325683594,52.41788101196289,141.13436889648438,38.451297760009766
2019-01-18,37.242488861083984,100.54902648925781,3.8903982639312744,54.91115951538086,148.87171936035156,21.563783645629883,150.67919921875,247.50999450683594,85.82571411132812,24.586973190307617,171.17730712890625,34.945465087890625,350.1063537597656,91.3446044921875,40.992591857910156,43.28920364379883,106.79023742675781,234.92880249023438,28.806682586669922,66.32826232910156,57.85171890258789,236.09353637695312,63.16441345214844,71.34234619140625,84.80999755859375,20.150667190551758,154.29971313476562,72.94831848144531,55.24158477783203,57.849464416503906,193.11349487304688,52.369564056396484,83.28400421142578,52.91935348510742,36.53652572631836,75.58138275146484,71.22396087646484,117.73403930664062,354.406982421875,115.05572509765625,76.2149658203125,60.55997848510742,148.42062377929688,36.80875015258789,64.06238555908203,137.10691833496094,52.949832916259766,144.3023223876953,38.62721252441406
