Date,AAPL,MSFT,NVDA,GOOGL,META,AVGO,CRM,ADBE,JPM,BAC,GS,MS,BLK,AXP,WFC,SCHW,JNJ,UNH,PFE,ABBV,MRK,TMO,ABT,MDT,AMZN,TSLA,MCD,NKE,SBUX,TGT,COST,XOM,CVX,COP,SLB,EOG,PSX,CAT,BA,HON,UPS,RTX,DE,NEE,DUK,AMT,PLD,LIN,VZ
2022-07-01,71051600,22837700,577610000,35476000,31423900,21315000,4561600,2471600,10573600,40236100,1749400,6017500,502700,2625300,15333900,4653800,5498400,2426600,16143300,4620000,11413800,835300,3291700,3985100,73021200,74460300,2531400,7934300,7539200,3010200,2660400,26327900,7684600,6005000,10823800,2781600,4093300,3423100,7627100,2093459,2962500,4221000,1373600,7718400,2874200,1363200,2672700,3307600,14189300
2022-07-05,73353800,22941000,651397000,39342000,28618600,20711000,4614200,3120500,12514200,47411800,2480900,8706900,572800,4057000,19144500,4476900,5676400,3029600,18406800,5478800,9574400,641700,4752300,3590400,76583700,84581100,2390700,9948800,8087800,3715100,2489400,34591100,11513100,13483600,17642100,5660500,5205700,3724900,10065900,3549682,2471800,4938700,2147900,11278600,2951900,1321600,4218100,4332700,19675600
2022-07-06,74064300,23824400,529066000,37432000,23085900,22975000,4085100,2284600,10656200,35933700,1774500,6895900,512800,4401300,17014100,6266000,5335600,2506700,21305500,5113600,10455300,1220600,3975300,8061900,66958900,71853600,1948600,6432900,4652800,2828500,2262300,33375700,12421200,12130900,13030900,6749800,4624400,3190600,6608000,2336216,2005000,4294700,2083200,7918400,1920800,1170900,2983600,3484100,14938900
2022-07-07,66253700,20859900,492903000,40936000,24083400,21319000,4000100,2368500,10347400,40137900,2046500,6258300,507900,4258000,21060400,4713500,5725800,2385400,17847600,6516100,8140100,1243600,4149000,5581100,57872300,81930600,2396700,7633900,5395600,3959500,2125200,23817400,12741800,8072400,10077500,4605300,3711300,4677600,7674400,2924859,2961800,3212600,2051800,5498000,1913500,1089600,3617400,2338000,13617100
2022-07-08,64547800,19658800,467972000,38238000,19249200,12713000,2869200,1611200,8807800,31153800,1438900,5890500,347000,3631800,14437500,4558600,3828300,3092100,11322700,4078400,7161500,752500,3115500,3997900,45719700,101854200,1450300,5938600,3927100,2544900,2607800,17673800,7915500,5615500,11027700,2494000,2219400,2491100,5655500,1713303,1938200,2763200,1516100,5708300,1697600,936000,2098200,1711900,13959200
2022-07-11,63141600,19455200,437321000,31196000,21885600,21449000,3689300,1832200,7939500,29311900,1519400,4918900,460100,2373600,13111600,4999200,3645200,1743600,12921400,4491000,9507700,1089000,4041100,3345200,53487600,99241200,1478100,4935200,5351500,2050800,1891100,15603800,7056800,4685700,8918700,3406400,2444000,2773300,6176500,3420876,2275900,2501400,993900,6100400,2435700,1299500,2399400,2251700,12259000
2022-07-12,77588800,35868500,458483000,29960000,16639700,21159000,7073000,2639600,11250900,39527000,1772600,6558400,499700,4047400,15127300,6283000,4708800,2706500,14633500,5319500,7826500,1639400,5756300,6200500,54280300,87930900,2112800,6017400,5393400,3132800,1775300,21013000,8653900,5573100,10281400,3873600,2565200,2718400,18598200,2925814,4207600,4667400,1210200,7553900,2102700,1650900,2661700,2146600,20528700
2022-07-13,71185600,29497400,521918000,43722000,16555100,17665000,6225900,1994000,12979900,44153700,1884100,7780100,601500,2753800,14116800,4370300,5291700,3467700,12927300,5221200,6415600,1916800,5087700,4244200,61353800,97954500,2205300,5299400,3897500,2769000,2008400,19928600,9414600,5535300,9137200,3719700,3591300,2389000,9038700,2118923,2414400,5653700,1199900,7552400,2417200,1188500,2728900,2423300,13362500
2022-07-14,78140700,25102800,456235000,37004000,23765200,19957000,6096100,2098400,26204800,51707800,3171900,13296200,1136500,4600200,24355300,5681100,5359600,3765500,14023800,7576900,6271000,1338600,4993600,3843300,51163100,78557400,2371000,6951300,4504500,2976000,3715600,26343000,10150200,8890200,14827800,5584500,4199000,2531200,9456100,1935476,2487000,5029700,1366800,6124400,2274900,1579200,3369900,2473800,10271700
2022-07-15,76259900,29774100,385935000,46770000,23342800,18714000,6037700,2488300,18863900,77801700,3457600,11663900,1053000,3296600,40328300,7219800,5691100,5742500,19885700,4873000,9731900,1673000,4617900,5588000,84317800,69683100,2627200,7862000,5584100,3831500,4265100,17243700,7051900,5899000,10672600,3799200,2792200,2282100,7910400,2321999,5014100,3965200,1184500,8780600,2244200,1181100,2726600,2370100,13021300
2022-07-18,81420900,20975000,670517000,43164600,23574300,18042000,3818200,1866400,13977900,56382900,6767900,11596800,830900,3330300,17991300,9338600,7605700,3212000,15742900,6838400,8653700,1317700,4499900,4264700,59115400,82537500,2164400,6834800,6768800,4362700,2464100,19395800,7943900,7057600,11493100,3301700,2709600,2476400,13948500,1758077,2289200,5364300,1056200,6610800,2228100,1608200,4337300,2244100,16173100
2022-07-19,82982400,25012600,702366000,36530900,25933700,27257000,4373400,1977600,11862300,46874900,5641100,9952000,922700,3372300,25724200,6802700,13256400,2953500,13402100,5647100,8233600,1993700,5788400,4654800,60990000,80890200,2181300,8973900,5949200,3155900,2391000,18248900,9152100,6674800,10867200,3920900,2767400,2671400,14183000,2605179,2710800,5027600,1282200,6403800,2097300,1506300,3884600,2097500,14638500
2022-07-20,64823400,22788300,760538000,35600400,24784300,27412000,5654000,2746800,11667500,35514900,3489800,7653400,671500,2802300,19111200,6765800,7455800,4327500,12774400,5315700,11844000,921700,7300200,6264200,71268300,88864200,2183700,5884600,6850600,3248100,1740700,16584400,7856600,7720500,9984500,3088700,3590900,2175900,8668600,1749377,1754800,3849200,1152500,6323700,2981000,1573500,3235600,1997000,29611400
2022-07-21,65086600,22404700,557049000,32676200,27195800,13912000,3886000,2009900,11595900,31244000,2518800,9053400,722000,4683000,17809000,6901300,5729200,2667600,15103800,4066800,8197000,2150200,5698000,4607000,60239900,142032300,2056500,4291400,7695300,3105200,1716100,21375700,6724200,8016700,14583000,4264100,3628000,2214500,8044100,1966776,2320100,3124500,1223300,7847600,3085300,1290300,3093800,1544800,32321000
2022-07-22,66675400,21881300,536671000,48901200,42583900,17867000,3804700,2413200,7645500,27115400,1830300,6564000,512600,9298400,15965400,6794100,4257000,1850300,10932100,3639700,6354500,1252500,4733900,3466500,51463800,103472700,2226600,6039300,6283600,2779800,1800800,15479500,5889500,6243500,19748000,2274000,2706700,1961500,7594900,2469053,2255200,3254200,1110700,11517100,1501200,1587500,2940600,1203700,58265000
2022-07-25,53623900,21056000,480748000,34690900,26166300,15061000,4407900,2340500,9394000,30381000,4024500,6208200,472100,4213800,20297900,6720300,4437300,2337200,12995800,4347000,6364500,1194400,3905600,3723200,50221300,64073400,2860400,5079500,5861100,2328000,1452700,17536400,6210900,5815100,13120000,3279500,2756600,1845600,5764700,2059613,2816100,4769200,1433100,5035600,1432500,1593300,2436200,1460700,27180700
2022-07-26,55138700,39348000,397865000,47991000,28468400,17958000,3886500,2368500,10675100,30645700,2054700,7121600,498500,2812700,15446700,5592300,4525500,2637800,16632500,4900600,6414100,1012700,4824000,5163000,67075100,66820800,5272300,8459500,6587000,4620000,3334800,15141200,6112800,7127000,17232100,2865400,1870000,1767700,6053100,2465870,4961000,8253200,1122600,6740900,1788900,1579700,3338300,1448500,20571800
2022-07-27,78620700,45994000,569776000,59858500,43846600,25699000,4960900,2678000,9337400,30344800,2081900,7751300,468600,5029100,19498400,5267500,4648500,2268100,19203500,4145800,6966300,1263900,3303500,5933200,61582000,88110000,2718300,7437000,6372600,3609300,2060100,18047000,6223000,6237800,11075300,3430800,2277100,1856500,16356600,3719972,2739300,5558900,1148200,6056200,2003700,1505400,2087000,3179200,21560500
2022-07-28,81378700,33459300,474646000,32816600,73214300,14867000,4562100,2421700,10384800,40176500,1820700,6324800,550900,3587900,14527300,16393500,5513000,2344500,38984900,6572300,13909800,2294700,4736100,4726100,82245500,84723000,2849100,6773500,5594600,3114000,2083300,20353100,6574300,4656100,10292800,2766200,3257100,2229200,8729100,3876788,2452500,4490900,1295600,13561500,2326300,2589500,2962300,1941300,22051900
2022-07-29,101786900,32152800,435460000,37223400,42065400,18482000,4751400,2669800,12944500,48152500,2112200,8597700,894300,3197900,17512700,9927900,6451400,2945700,25037900,17754700,14938600,2371200,4922900,6870900,148892900,95313000,2653800,7560000,5802700,5523000,2131500,29825800,17143700,7394800,12313200,6394800,4750400,5188100,5743500,3084751,4093100,4848400,1880300,11474800,2522500,1821200,3273700,1711400,23129800
2022-08-01,67829400,21539600,476469000,26034300,40596700,11485000,3997100,1910000,14740400,32336700,1476500,5439200,569900,2295600,13668300,5941400,5461400,2335000,19709900,8523900,7343300,1537800,3871900,4711600,76846900,117042900,2384000,4802900,7313700,4534700,2256000,20793200,8017800,5598900,12620600,3623100,2910900,3185100,18321600,2475631,2086100,5623100,1238900,7004500,2386900,1323100,2615200,1247900,18612100
2022-08-02,59907000,22754200,489527000,20236000,27374500,13072000,4317900,2165500,14942900,37884100,1862900,7684700,711600,2562900,17764000,13210100,5794200,2114200,17802000,5197100,7443000,1392700,3093800,4049200,61922400,95577600,2375200,6334400,7254700,3109400,1984200,16722500,5928300,4653000,9987500,3082700,2455900,8193100,10874300,3538966,2075100,4066800,1271500,7664200,2182500,1681000,2829200,1428100,18710300
2022-08-03,82507500,23518900,418146000,28499000,31721900,19228000,5786300,2403500,14394500,30065800,1770600,7043600,901800,2609300,17359500,6793600,5010000,1802900,16500100,5474200,8187600,1077700,3866200,3489100,71827800,80091000,2305300,5986500,12915700,4057000,1693300,23580800,8751400,6783300,11558500,5654900,3539700,4155900,6709100,2689741,1916700,4491100,1142800,7640400,2784900,1370200,3589600,1297100,17314100
2022-08-04,55474100,18098700,409652000,21602900,23938200,16293000,3759700,2745600,18033900,28404500,1533400,5722600,746300,3693300,15062800,5798900,5651600,2368000,17026300,7071700,7993800,999600,2794000,3390400,70585000,72256200,2089600,4332000,7086700,3157600,2000500,31821500,10640000,7810500,11744100,5765900,2989700,2478900,5039600,1804973,1627300,4443700,1333900,8679200,2963500,1257800,2062600,1451100,29704300
2022-08-05,56697000,16774600,386068000,19159500,25832700,14357000,4090300,2481400,14174600,35874500,1876400,6219300,549000,2513600,16021000,4870900,5235500,2373400,16376600,5371100,8801200,982500,2789600,3333000,50686900,113172900,1818500,4162200,4835100,2205400,1711500,17408000,7170200,5848000,6863400,5736700,1796200,1908500,4709100,1961471,1785900,3320200,917100,8643200,3033600,1156400,1687300,1113100,17297500
2022-08-08,60276900,18739200,981859000,19138300,27299100,13722000,3396800,2202000,10332500,33454300,1460000,5719700,490600,3080700,12879700,4403900,4629800,1656400,16071800,4854600,8149400,921400,2283800,3649700,52229000,98994000,2253500,6071600,4878400,2806400,1344100,14458500,5966900,4788100,6053100,3128500,1680200,2655000,11293200,2204440,2102500,4607400,953200,7243200,3130300,968900,2318800,1081700,20597000
2022-08-09,63135500,23405200,668263000,19086500,18655100,20072000,5851700,1977300,10233800,40196900,1587900,4920100,486200,2997900,10489500,3940000,5532500,2147200,12095600,3819700,13215500,767900,3943500,2945000,40434700,86244600,2315800,7377600,3498400,2608600,1877300,19083400,5842200,7477700,7616100,2565600,2062300,2460000,6064800,2420778,2022400,3137500,1146300,5154000,2366400,1459800,2458000,884200,14554000
2022-08-10,70170500,24687800,597422000,30930400,30262100,19519000,4179200,2634400,12847300,61415800,2459500,7271700,822200,3225400,14037600,6992600,5603400,2291400,17355100,4075300,8140200,991800,3960900,4369500,54773800,94918800,2967900,6951800,5072300,4539900,2336600,18302000,6145800,5625500,13302600,2718500,2191600,2304300,7181700,2800616,2791400,3351300,1136200,5693300,2907400,1350800,2340300,1246500,16402700
2022-08-11,57149200,20065900,509327000,24293700,24079100,14268000,4175100,1756600,11684900,50420800,2360800,8808100,692300,1968200,14038800,16375600,9328700,3006200,44048800,5972800,7396800,1086700,3281400,5907500,44867300,70155000,2007000,5582100,5595700,4278800,2340200,18797900,7888600,6481600,13140900,3264400,2803200,2538900,4996800,2538655,2730600,3487900,1718800,7525800,2640900,1260400,1800700,1165400,15407300
2022-08-12,68039400,22619700,478094000,19096300,21274000,18399000,3846200,2150400,9906700,31821700,2369000,6259000,765900,1942600,10706000,15009800,14606900,1981000,25835500,5208700,12317300,989000,2813300,8837500,47643500,79657200,1530800,4407900,5154000,2357300,1918200,15058200,7244700,6683800,6642800,2323800,2795200,1864800,4345200,2395526,1883100,3652200,1256500,5262500,3302700,1110000,2609000,1149000,15090900
2022-08-15,54091700,18085700,457666000,19494800,15878700,14329000,2768500,2503400,8456200,24908000,2045700,7348900,720500,1852800,11070300,12471500,10072000,1447300,15797800,4513200,6339800,855500,2949500,3541500,39014600,89359200,2342700,4279000,5601000,3788600,1848000,20755200,8975200,6585900,7639400,2975300,3082700,1752400,4734700,2448682,1618200,3376600,1196100,5032700,2163200,1329100,1973200,1263500,15713600
2022-08-16,56377100,18102900,451240000,19041200,21156700,14782000,3835900,2139500,9555000,31870200,1740900,5953800,664300,1876000,12234100,11219100,7453600,1773000,12874800,3852300,5661200,798000,2897400,3664500,59102900,88136400,1828000,6189800,4580800,9057600,2498000,14038200,7218400,6924400,9698300,3105500,3420100,1959300,5259600,1762533,2296000,5851000,1431500,5250600,2504400,1183500,1821700,938400,14112800
2022-08-17,79542000,18253400,446799000,22847000,20118100,19022000,3181300,1894400,8149300,27125600,1576300,5499000,594100,1804100,13151700,9084300,7406600,1471700,13607200,3605200,6486000,989400,3053500,3505400,48149800,68766000,1699100,5108400,3831300,13409000,1835200,13678000,6741100,5346500,7703300,2539400,3063900,1576200,6533500,1762533,1767300,3311100,1722500,4178000,1894500,1059000,1453500,912200,11294400
2022-08-18,62290100,17186200,415447000,17987700,18844500,23459000,2791600,1402300,9531800,23138300,1102200,4664800,785600,1397700,7885900,3790300,8312100,1486400,18916300,3525200,6111600,761000,4143600,3552300,37458700,47500500,1591900,4750200,3428300,4241300,1619200,17770400,6477500,5966500,10758700,5001300,5466000,1750900,4404600,1601261,1913900,2694500,1983500,5090700,1744300,1139000,1750600,1113600,25957400
2022-08-19,70346300,20570000,441588000,21809500,26240800,16923000,4346100,2007700,13464500,36485400,1812300,6264100,774900,1895400,13142900,5133600,8128500,2258000,15350200,4530700,8828700,851100,5092700,4761700,47792800,61395300,1833800,5967600,4597700,5015800,1617000,16128600,6834200,7067100,12893900,3827600,3167500,2003600,5736100,2165183,2704300,5024700,4242200,5542800,2091800,2110700,2493000,1154000,19485400
2022-08-22,69026800,25061100,409593000,21456600,19499700,18555000,5182900,2074600,8967600,31210300,1723900,6452800,675600,1969300,12391400,3994900,5462600,1672900,13601200,4023500,6652100,723100,3496800,6859300,50461500,55843200,1986700,5802900,5915200,4630100,1860900,16019900,9147000,6701700,9126300,2943600,2694600,2008900,5312300,2745868,3593500,5769600,2353600,5783400,2282400,946800,2022100,1966500,15031400
2022-08-23,54147100,17527400,369986000,15870400,18111800,9003000,5076800,1392200,7607000,26588000,1538000,7487700,403500,2885200,10475100,3902800,5566300,2039600,16248900,3768100,5208800,913300,4203000,8490600,36252100,63984900,2211100,4806700,4560400,3795100,1359000,23764700,10354800,8253000,15983600,3191600,3128000,2444900,3425200,1705664,2088000,2633900,2389800,3473600,1489700,971000,2103700,1461600,19014200
2022-08-24,53841500,18137000,522661000,17734600,20891500,11883000,11438800,1883900,9771300,31389400,1530800,5262400,386000,2029200,11706700,3712200,5684300,1761200,15551500,5018900,5553300,855300,4278200,6853300,38627000,57259800,1777200,4769000,4386000,3407100,1145800,17050300,9468100,6286100,11498400,3551600,3200700,2503200,4211300,1434260,2024000,3065800,1566300,5669200,1796400,1372900,2644000,1439300,17384400
2022-08-25,51218200,16583400,770691000,16956800,15550500,17345000,24025600,3062400,10758900,40576700,1763900,4943300,363700,1936300,11783200,4297600,5678700,1965800,14460000,3301200,5884300,928000,5249200,6650300,37496300,53230000,1330400,5433700,4236300,3071400,1483300,15305700,8050700,5241000,12737900,2904900,2766000,1888700,4949400,1731022,1984400,4257700,1325400,5595200,2612200,1367400,2572600,1332400,14327600
2022-08-26,78961000,27549300,769127000,37245700,24023600,25682000,11074700,3600100,11276200,36152600,1703900,7911500,633200,2373700,13405200,5369800,5667100,1906700,16546700,3838800,5695300,771900,5440700,5407500,53322700,57163900,2357800,6203600,6674900,3607600,1886800,15531400,7765800,6508800,8944200,2532600,2750000,2560400,4957400,3010057,2203900,2805700,1452800,7990000,3367000,1227300,1626000,1782500,16795700
2022-08-29,73314000,20338500,496132000,21191200,20052700,16580000,9329900,2410300,8117300,34931000,1835600,7505300,379500,2693600,12504900,5363600,5259200,1594000,13400500,3835800,7850200,704500,4229900,4585100,48101600,41864700,2017500,4132400,5035500,2531100,1579900,23059200,8462600,6479700,11663700,2675600,2576400,1996600,4727600,2223538,1928000,3799000,1323400,5827800,1773300,1577900,2136000,1456100,15039500
2022-08-30,77906200,22767100,530181000,27513300,19567900,18282000,8079400,1835000,10745400,48194900,1830300,8849400,486400,2104500,14365000,6952100,6973300,2013400,16303000,4337100,6754000,1058300,4629700,5442700,49203000,50541800,2051300,5129500,6812500,3249700,1872700,17086800,8814300,7746900,12149300,3297000,2836400,2691200,6248600,2359664,2238000,3463000,1622700,7394200,1919800,1211100,2250000,1674300,20705100
2022-08-31,87991100,24791800,573710000,28627000,40953000,32445000,9166100,3193900,10738300,44917600,2488000,9223100,651400,3271600,22609100,7519000,8741700,2891300,26416800,5789600,11602000,1166600,7600700,6743000,53648700,52107300,3119200,8884800,6570100,4901300,2179800,18340900,13582700,6775700,12383000,3538100,2841700,2656600,4123500,2789687,2627700,4665700,1500200,6830900,2890900,2005100,3730100,2947800,28368200
2022-09-01,74229900,23263400,1178865000,28360900,30145700,31930000,9924000,2574400,9979800,32848900,1575100,7830800,485400,2425200,13173000,5949300,7509600,2085300,19947600,4521000,7528600,913900,4397900,4861000,56636100,54287000,2577800,5590800,7556800,4021400,2280600,16423000,8244400,6717300,10516700,2685500,4004200,2686200,7652000,2379399,2343300,6151900,1349900,5896300,1612200,1590500,3166500,3096300,21641700
2022-09-02,76957800,22855400,743157000,24160700,22634200,40426000,7315700,2450500,10666600,44000800,2215400,9974400,502000,2028500,13025900,6188300,5803700,1944200,14667700,3601600,6997500,796900,4103200,4507200,57429800,50890100,1791300,7763800,10336800,3563200,1901700,18206800,7526600,6096400,11375100,2355800,2641600,2185400,5262800,2916052,2665100,4171600,1141700,5785700,1496200,1387400,2297400,2400600,21155700
2022-09-06,73714800,21328200,535751000,25068300,19339800,24738000,6373700,2564400,9751900,40762400,1578100,10689300,656300,2797600,14708700,4903600,7394600,2711900,17153500,4810600,8244300,1043300,4670400,5778100,43888600,55860000,2645700,9158900,11062800,4530300,1933400,19201500,8550000,7270900,10785100,2395900,2556200,2141700,5210500,2704383,3760600,4557400,1092600,11077100,2037500,1163700,2649300,2738500,23898600
2022-09-07,87449600,24126700,512657000,23167000,16831200,20440000,6211400,2385500,10647900,40742600,1496600,7592700,482700,1766400,19475800,5208000,4590600,2504400,15378900,4141700,6121700,1139800,5100800,11559800,47900300,50028900,4185200,7238300,9946800,5206400,1827900,16274700,9442100,6890900,11759900,3785500,2633200,2166900,5298600,2487302,2902300,5333100,913100,11366600,3324400,1095800,2452900,1313700,25548300
2022-09-08,84923800,20319900,624873000,24238300,22530800,22535000,6659200,2276800,11435000,44361800,1755600,8446700,860100,3399200,18500300,5304000,5838400,1557500,18271000,3988300,8109200,1854800,8700700,7034500,43988500,53713100,2448900,5628300,7721100,2817100,1600800,18759200,9232500,7147200,14681800,3505400,2477400,2245700,4949100,3720397,2166300,5758400,1227200,8852500,2390800,1518700,3057300,1510300,28753200
2022-09-09,68028800,22084700,486612000,23197700,22086800,23019000,5642300,2998900,9299700,37295100,1445600,5976200,536600,3543500,12875500,6471700,5500600,2495500,17501700,4427000,7480100,1146600,5781200,6756500,49387600,54338100,2007000,5171500,7094600,3379500,1930900,17158000,8261100,6085000,9628600,2839400,2474400,2279600,5775800,3087404,1748000,4126800,1240300,5700400,1456200,880000,3516100,1679400,20259500
2022-09-12,104956000,18747700,484159000,22966800,23220400,18157000,6353400,2854800,8614600,30534000,1563200,8030800,756400,4146300,12127900,4511700,6365300,2792000,13744800,4938400,6351500,1097200,4358100,6874400,53826900,48674600,2204300,4836900,9078900,3024600,1522400,16118900,8920800,6208600,8935200,3460200,2454500,1937200,5363100,2935469,2382600,5437000,1129200,5573800,1653700,946100,2534100,1752700,18553200
2022-09-13,122656600,33353300,714956000,38172900,44444100,35136000,5463200,4175100,12904600,40959600,2242100,7890700,1239900,3519800,21124900,5310200,6726400,3172500,16603200,6195900,7650000,1642800,5300800,6810700,72694000,68229600,2604900,5955600,16033600,3585400,2881400,18229100,10308300,6977400,11124100,3020800,3004000,2207500,8724900,5154869,2382500,5867700,1085700,5624800,2387900,1711400,3304000,1752500,21284500
2022-09-14,87965400,23913000,588507000,26395100,43064200,20605000,6037300,3004400,9345700,32004400,1953300,8341100,831800,2840200,15067800,5270000,9555700,2648100,17162500,4673600,9418700,1139400,3264200,7183000,45316800,72628700,2745200,4888700,24320600,3618800,2007300,22655700,11160800,9457900,9958200,3271800,3872100,2295000,8478000,5251844,2608300,7737900,1121700,7281500,2309800,2087000,4065800,1325300,23152200
2022-09-15,90481100,31530900,523625000,34188300,34606300,36574000,7012200,27840200,10821400,44863300,1489400,8883100,778000,2371600,13173200,4910100,7174500,3058100,15802000,6416900,8006800,890400,4237000,5963000,52887200,64795500,2289500,6598900,11052400,2909300,1749600,21092300,9665000,9997500,9945700,3534000,5077600,1933100,9792800,3662678,4041800,5054600,970000,18681000,3103000,1561400,4861200,1382600,22763400
2022-09-16,162278800,39791800,670751000,42797200,40122800,59012000,9882300,14948100,14844100,54281800,2946800,20988900,2693900,6527200,21238800,12599100,20201500,3981700,30629500,13887500,14842500,1835500,8898200,14640700,115667800,87087800,4304100,8000800,11987600,4843500,3004800,37874700,43741600,14608000,16890300,5704200,6839900,5088300,10310700,6809392,12562000,8211100,2422600,19190700,4565300,3287400,9335500,3278300,45069300
2022-09-19,81474200,26826900,569685000,23036800,22169500,17948000,4874800,6593400,8201300,29782000,1652700,6011500,566400,2472500,11324100,7608900,7380900,2130800,16256200,5042500,7748600,1072500,3816000,5065500,47279700,60231200,2195800,5162300,6287000,2607200,1441300,15342100,6813800,6600600,7377600,2339200,3124400,2923700,5150700,2563588,3018000,5587000,1008700,8821000,1783400,1249300,4493100,1144000,18960900
2022-09-20,107689800,26660300,524818000,26517100,23217400,17132000,5505700,6548800,9619000,33591100,1569900,8092300,561600,1725900,19503900,7442400,7143400,2421700,15369000,4532900,5454800,1053800,4617100,5598600,47698400,61642800,2140200,10006600,6560000,3019600,1843100,14712500,8955200,5655400,9360500,2361600,3482700,2512400,6737600,2630007,2827400,3861500,1434000,6242000,1622400,2093000,5188300,1589700,15561200
2022-09-21,101696800,28625600,807679000,31487300,38338600,20669000,6164400,4913100,12606300,51667800,1796700,9707800,816600,2599900,19207100,8087200,8071200,2427700,17505200,5076100,7190800,1268900,4720500,5353800,58498900,62555700,2438800,6279300,8806800,2809500,2082600,17332400,6877000,5818000,9153000,2540900,2872300,4061900,6244300,2658229,3162900,7047100,1007100,6706300,1495600,1942400,4640100,1428600,25612100
2022-09-22,86652500,31061200,759162000,34298600,34418500,23540000,12405100,5657600,11684500,47527500,2239900,8376300,854700,3249400,15499000,8132800,7401100,2285600,18508100,6161000,12329700,1137500,5567500,6309500,55229200,70545400,2300500,9638800,9953000,3984700,3133100,16139400,6981100,4971600,12875000,3313400,2963900,2508400,6311800,2365924,5238500,4950300,1006400,6748700,2324900,1446000,4918400,1537400,19806400
2022-09-23,96029900,34176000,663309000,31625400,31710700,29649000,9175800,4739300,18138600,55316100,2918500,9990500,978900,3035600,23316200,7988600,9598600,2536900,18871700,5751600,9038500,1366300,6214600,5960800,65126700,63748400,2672100,9026500,7153200,3796600,5377800,27738800,13919700,10157300,17421000,5139300,5632400,4047200,8927900,3397640,4252800,6725900,1717600,6719700,2297600,1907000,5598800,1947200,19439700
2022-09-26,93339400,27694200,547343000,27072700,30497000,19361000,7862400,6746200,15753600,40360200,2308800,8496000,692600,3808700,21420000,10467400,8735500,2867400,18680200,5697800,8841000,991900,6037800,7099800,62723300,58076900,3179100,8521600,7583500,3967800,4001900,22043400,9444000,8719000,12006400,4465400,4717500,3213400,7095100,3471168,4163600,4843500,1331600,7702900,2812800,2146900,7135400,2174000,21345700
2022-09-27,84442700,27018700,553854000,30072800,30826500,17850000,7046600,6390900,12793600,43396600,2007400,6855400,769400,2828700,17541400,6557600,8686700,2583400,21562700,5598000,6532100,1166500,6377800,5223000,60094700,61925200,4193800,9890300,8628800,2941400,2412400,17307300,10121000,8779000,12712500,4404200,4147800,2753500,6682300,2856636,3371200,6119300,1180100,9247000,4027900,1900800,6329300,1947400,20357700
2022-09-28,146691400,29029700,542414000,32466300,32658500,27605000,7908400,4985100,12762600,38372900,2289700,6693500,885400,5269500,16033500,8273400,8660900,3027300,16532600,5226700,6840000,1866700,7206900,6099900,55763800,54664800,4202400,9423300,7850800,4254000,2419500,19543300,8279800,9207500,12205400,4199100,5401100,3694800,10257200,3265546,2958100,6066600,1292600,8713400,2338200,1988800,7846600,1880200,20567400
2022-09-29,128138200,27484200,532763000,31047200,38985400,39997000,8602500,5155300,12713900,35220900,1930800,5892700,877300,2280700,14811300,7057500,7008100,2392000,13559900,5509400,6601300,1074600,6698800,5311200,58969700,77620600,3053200,19339200,6881500,3170400,1963900,17896000,8197600,5929800,12191700,2966500,3118000,3518100,8905400,3307137,2494900,6989900,1589500,8291300,3104500,2096500,7320700,1463900,17806900
2022-09-30,124925300,35694800,565638000,32941500,33166400,27202000,7575600,4578800,15973400,42294100,1970800,8090900,851300,3717200,21182200,7633200,8985200,3116000,22962300,15359000,9035600,1697200,6728400,5972900,59479600,67726600,3629300,48176100,7737500,4328300,2436700,21357600,9402700,7172000,15329800,3329300,3259300,2963000,8383000,4042728,2823300,6403900,1697200,12854300,5163600,2501700,18072100,2625100,23523600
2022-10-03,114311700,28880400,547478000,27982000,27723100,21479000,6819900,3738100,12248100,34591700,1938800,8169200,948900,2677100,16827600,8144000,8657000,2562400,22834300,7437500,9186900,2462900,4817600,5871400,50941900,98363500,3286700,19108200,6739900,2847500,2338500,23881300,9597400,7701900,13978200,4243300,3891800,3444700,7962400,3585119,3494500,4303400,1536900,8115200,3786800,2102200,4863700,3081000,21495300
2022-10-04,87830100,34888400,584182000,28850800,34670700,27277000,8017900,4509200,16013600,39758700,2399500,7875000,778800,2408800,18601300,8491600,6236100,3189800,28198800,6612300,7373000,1195300,5710800,4872400,62812600,109578500,3685700,15114800,5982400,3028600,2175600,22133700,9520200,7582900,16268000,3360400,5402400,4008200,7235700,3916469,3414500,4432100,1639000,8193700,3105700,2032800,5980500,2425100,25922500
2022-10-05,79471000,20347100,507131000,22176900,27979300,18493000,4256200,3469600,10943500,35791100,1992800,5956500,556600,2073800,15873400,6384300,4539400,2281800,15673400,4777900,6065700,1167400,3803400,3890900,48217500,86982700,3033000,12732700,7980800,2491700,1587700,34857700,10633100,10073000,28104400,3967700,5443400,3067400,6268300,3119552,2811400,3800400,1073700,5468700,3865500,1518700,5311400,1861400,17797900
2022-10-06,68402200,20239900,644157000,22324000,36231100,17250000,3853900,4884000,11521400,40891900,1367400,6434800,566700,2526000,15634800,6276900,5890700,2187300,22068200,5124800,8055500,971700,6348100,5471400,42253800,69298400,2999200,9951900,6893800,2603400,2430700,29124700,9498300,6388900,16403000,5045700,3237500,2415000,4454700,2757751,2375000,3192700,915100,8374600,4230800,2908700,5068300,2182300,36663300
