Date,AAPL,MSFT,NVDA,GOOGL,META,AVGO,CRM,ADBE,JPM,BAC,GS,MS,BLK,AXP,WFC,SCHW,JNJ,UNH,PFE,ABBV,MRK,TMO,ABT,MDT,AMZN,TSLA,MCD,NKE,SBUX,TGT,COST,XOM,CVX,COP,SLB,EOG,PSX,CAT,BA,HON,UPS,RTX,DE,NEE,DUK,AMT,PLD,LIN,VZ
2019-06-07,122737600,33885600,348856000,43828000,16917300,25963000,7175300,2758900,10618900,51317200,1838600,7546200,504000,2481800,14979900,7468400,6533900,2837400,20023470,4829100,8797436,1334500,5136400,4848500,96164000,240052500,4345000,3891100,11278800,5214100,2270200,9095500,5343100,5893000,12881200,2462100,2623700,2547500,2470700,2151496,2803200,2930752,1555800,6242800,3243300,1132200,1556100,3613300,11656600
2019-06-10,104883600,26477100,402780000,28510000,14767900,23280000,29856300,2487700,11380600,48305800,2372000,8693100,525000,3453700,15242700,7054700,4994700,2331000,15275727,3969400,7536273,997600,3927100,3975900,107420000,158775000,4647500,4419800,8102800,3019500,1839500,7760400,5708800,5268400,12121000,2044100,3026700,3705000,2560800,3199764,3327200,21901664,1708500,7104800,3028400,1976600,1096100,1197400,14955400
2019-06-11,107731600,23913700,383872000,33508000,15266600,37105000,15214300,2969300,9847700,38691800,1632200,10654600,536800,3303800,15078300,7601300,8230500,3043000,18813162,4210200,7789679,1214800,3905500,3621500,80854000,174802500,2991400,3939400,6226400,4285000,1613500,9415100,5625100,5280300,12121500,4030700,2736700,4516200,2702700,1832029,3229200,17434985,2019800,4606800,2841300,1715600,1666300,1720000,15378600
2019-06-12,73012800,17092500,358892000,23670000,17699800,27057000,7161300,1313700,9670500,33528900,2059400,8073800,430100,2685700,22470400,7755400,9216500,3251800,16296843,4165700,11057762,882100,3332300,3108800,53566000,227962500,2874000,4025900,6088800,3650900,1071700,7920800,4000100,5677400,12258800,2857600,3232800,3034600,2738300,1666619,2261700,15850911,1344100,5236000,2893800,2974400,1930700,1956300,11911000
2019-06-13,86698400,17200800,308080000,20814000,12253600,37735000,5173800,1696400,8406900,33404200,1411400,7530900,325900,2343900,15629400,7258000,7500800,3107800,14464042,2924900,10194001,1301500,5220400,4281400,55916000,122524500,2277800,3383400,7156800,3200300,1228500,8986400,3993300,5174200,14336200,4218100,3029700,3495200,2621300,1486143,2943100,7317027,1192500,6806400,3753100,2586500,3254000,2855100,9218700
2019-06-14,75046000,17821700,394428000,24582000,16773700,100797000,6248200,2262800,9077400,37322100,1403900,7102600,343500,2483800,16147500,14013400,6548100,2165500,13197872,4075900,7989952,1381100,4771100,3056900,57024000,111501000,2715800,4355600,9226500,4300800,1287800,8575900,3366800,3590500,11571500,2759500,1830500,2530100,2258400,1726884,1829500,4873145,1013500,5525200,3237600,1568100,1910100,1524000,11826600
2019-06-17,58676400,14517800,276040000,19770000,29459900,35785000,4491800,2254200,8128600,33410100,1155600,5658700,346400,2094200,13420400,9341700,5562800,2270300,14094931,3083200,6427279,681600,4095900,2749500,52686000,184752000,2694400,5101900,9313700,4194500,1191900,9355700,4219100,4575000,7574600,2629200,2003400,2607900,3746400,1746830,2317800,5317589,1742200,6233600,2448600,1780900,1596000,1757200,11027000
2019-06-18,106204000,25934500,581920000,34526000,37571400,54920000,7317800,4529300,11057300,60170700,2363000,10094500,535400,2729200,18611100,10194200,7122700,3482500,22833434,5433500,11425086,1360500,6253000,3654000,77914000,190737000,2470900,6456500,10582600,4389100,2763200,10091500,4884300,4980000,10127400,3640500,2336600,4756100,9199200,3059606,2524200,7208181,2617000,6576400,2532600,1696600,2069100,2006900,12257500
2019-06-19,84496800,23744400,331644000,26714000,21417100,28920000,8095300,9738600,13126500,61953500,2196800,8034300,544300,2951700,17787600,12627600,6393400,4204600,21753611,6147300,9825419,1534700,4113400,4307100,57906000,98626500,2328400,6217700,5401400,4088200,1628400,9757400,3847100,4469100,10273200,3318300,2901700,3847200,5716000,2320407,2056500,5172354,1671100,6602800,2683200,1421300,1584700,1944700,10516400
2019-06-20,86056000,33042600,350168000,24018000,14635700,57291000,10153600,5632500,13638000,60887200,2749300,9922800,729100,3303200,19205200,12498800,7335800,3800800,23500300,5347000,12490483,1590300,6436400,4887200,64344000,177952500,2162200,6163800,5215800,3814800,1745100,16229700,7771700,9437900,13067900,3772800,4082600,3803600,3794500,4492592,2622900,6906906,1945100,8883600,2428300,1839900,2844400,1703300,15302800
2019-06-21,191202400,36727900,434428000,50774000,22751200,45399000,9706900,4015500,27089500,69444000,3365500,18450800,1056900,5703800,39186200,11441300,11272200,6323500,38141203,10516900,15034294,1701600,8855400,7027600,78672000,123031500,4267400,9289800,12610000,7847600,2964000,23108100,14287900,9147100,16111400,4052500,6129800,5742500,4923700,4046442,5283100,9087332,2380800,12560800,6867500,2420400,5017900,3770300,22474300
2019-06-24,72881600,20628800,282948000,24236000,15509000,20506000,6378200,2868900,13039600,40046400,2069800,8141400,397500,2680900,21854400,9905500,5894700,3163800,24624075,5182700,7891440,942100,4531600,4037900,45660000,86262000,2486800,8043300,6692500,3059000,1586100,10011800,5542600,3701800,9348100,2311500,2360800,3197700,2323200,1905132,3704600,5842594,2582200,6009200,3305700,1064000,2220500,1092500,9141800
2019-06-25,84281200,33327400,311868000,31644000,16750300,24436000,7362500,4638500,18660100,46901300,1828300,10232900,454100,2387800,20814000,14207500,7517000,3182700,28429015,90131800,9348894,1191600,4915300,4416100,60246000,92731500,3020900,7339900,7312300,5061300,1182400,9740000,4713300,5024000,7969100,2641900,3343800,3751800,3005400,1956166,5339400,4439825,2084800,6954000,3996800,1542400,2059400,1118800,10571700
2019-06-26,104270000,23657700,584072000,34698000,12808600,24774000,5844900,2896800,10324600,42312300,1649900,7826400,434300,1902500,17106800,8437800,7674100,3852900,41009348,42093800,12604401,1172300,5731400,4315000,48838000,127608000,2576000,5838500,7576400,2978100,1334400,11365500,5054800,9509900,8362900,3422300,3816200,3343700,4542000,1926564,4624000,4643853,2025700,7394400,3437000,2434100,2786800,1369900,15042100
2019-06-27,83598800,16557500,445440000,24078000,11159000,21813000,6832800,2596800,10906600,35575600,2239200,7459800,352900,1504300,13391600,10128100,5233500,3366200,21994977,22129200,11721670,850100,4111600,7428000,42834000,95095500,2253500,11436700,6084200,2941600,1122900,8147800,3551700,6004700,6417500,2112400,2086400,3594400,8980000,1922108,2613600,3199452,2072100,7529200,2726700,2044600,1621400,1532100,9123300
2019-06-28,124442400,30043000,397668000,33672000,16378900,49265000,6936600,2648300,21634700,101856900,4854900,15445600,634300,4338900,31030900,15515700,12792400,6727600,39726209,21381500,46684837,5248000,16436700,5539400,60748000,102771000,3658200,12443800,6735300,5284100,1952500,14781300,7048300,6108800,9742700,3735900,4442600,10469400,4737100,3767929,3130400,8637486,6514900,11647600,3875700,2965500,3272200,6440600,14604000
2019-07-01,109012000,22613500,709756000,29196000,14181800,44832000,6476400,2619500,12724500,48029900,2465700,12197700,471100,4008800,15089100,21507800,5872300,4102700,21341392,18010900,10260863,1640100,4527600,3326900,63842000,123201000,2689500,6587300,7935100,4780700,1955800,11437900,5526900,6272200,13048500,2355200,2668700,4834800,6392600,1712030,2627600,6233329,2409200,8478800,2848000,3039800,1812500,1113300,15796800
2019-07-02,67740800,15237800,400228000,20630000,9050000,19011000,4736300,1816600,10174900,32263500,1621400,8234800,347000,4076100,12107200,6426900,4501200,3863500,16541898,12862200,10381593,946400,4023300,3380300,52918000,138885000,3120000,7187200,6205800,2323600,1201300,10475400,5747700,8132300,8732500,5193200,4112200,3204900,3774700,1492827,2020200,5394655,1371000,6696000,2039000,3224300,2428500,1722400,14985700
2019-07-03,45448000,13629300,246636000,20154000,10246100,49411000,3885400,1585300,6849400,26642300,978800,4470800,343900,3714300,10438400,3019500,3436300,2559400,10297580,7434100,6533232,883000,2437500,2326000,33806000,213016500,2306000,4012800,7818600,1532900,986500,5246100,2725800,4881900,4954500,2794500,2035500,2538600,2164900,1315640,1193300,3237746,918600,5654400,1717600,1408700,1193300,939500,8437800
2019-07-05,69062000,18141100,396552000,29794000,11164100,24565000,3940900,2872700,7929400,33092000,1511400,6276000,383100,3731500,10801600,6522300,4652400,2965000,18295227,10854900,8767358,1046800,3784700,2319800,52568000,105985500,1876200,6440900,5733100,2032000,1081500,6880800,3458900,4584300,5885500,5390500,1956000,3071800,3208200,1282537,1572000,5636024,1291700,4196400,1744000,1735500,1565600,1741300,6938500
2019-07-08,101354400,16779700,329788000,29888000,9723900,34291000,4717400,1909200,6917200,30924400,1853900,7060200,414600,3332000,13189300,7209400,4078100,1902500,23955312,13487400,13693273,1223200,3591100,4384800,57668000,88207500,1818000,7052000,6359500,4734400,1236000,7876100,3505200,7176000,10899100,3219400,3044500,2742100,3262300,1669908,1675300,5088455,1384000,4322400,2046900,1227600,1847400,1277100,12048200
2019-07-09,82312000,19953100,342860000,29472000,14698600,26131000,4979100,1644300,8947300,28750100,1812100,5941900,445500,2237100,12595000,7138800,4217400,2774800,14223308,11832500,8490791,886500,3126000,5665300,86914000,92862000,1618800,6219700,5355400,3986900,1400300,7863000,3955600,6057000,8699200,2626900,2369900,2618700,4828200,1693250,1952300,4803229,1486000,7276000,2598000,1483200,1929000,1160700,16733700
2019-07-10,71588400,24204400,452076000,30710000,20571700,30134000,4966300,1954100,9242300,40574800,1779800,5311000,504900,2733800,12784900,8562400,4874400,2753000,15298599,9170400,5996132,842900,4315900,3482100,98638000,137185500,1842300,5985500,5293000,5638400,1257000,8077400,4743500,5983900,7003300,4298700,1954600,3933300,2946700,1979402,1992400,3717148,1753200,5922000,2401700,1858600,2343600,1062000,10901500
2019-07-11,80767200,22327900,682560000,26004000,13678500,20712000,7083200,1951500,11595200,37376800,3691600,8799200,390600,2928100,19751400,6566100,5817400,10268800,38383518,13001000,22146126,804700,3653600,3981500,86356000,112716000,1922800,3942400,6191400,5307700,1985600,6404000,3548000,4194600,9695200,3640300,2446600,3164200,5059200,2574410,1820000,3874141,2012800,5830400,2379100,1398200,2610200,1225200,10045700
2019-07-12,70380800,18936800,506392000,21878000,15366300,21971000,4348000,1624800,10783400,29632900,2626000,9565700,472400,1639400,12792600,9983700,17780100,5336100,33580967,12903000,18910636,1640600,5667200,3545600,50186000,138007500,1960100,4240900,5628000,4732000,2046400,6139000,3974400,4806300,6788100,2393000,1842400,4149800,3592800,2331229,3541300,5088455,2268500,6283200,2101400,1263300,3177700,1027600,9669500
2019-07-15,67789600,16651500,289840000,21164000,16030300,30334000,3603700,1161600,12946600,46462100,2600200,7870700,416400,2355700,21338400,8655000,10038200,2611400,20363912,10253300,10922570,1629000,5177700,3075700,59626000,165001500,2408500,3750900,6061300,3174200,1568000,7116400,3739200,5051000,6903800,3432500,3089500,4498700,4814600,1769748,2288200,3779754,1983700,8714000,1847700,1640300,2949100,869000,11734300
2019-07-16,67467200,22726100,341444000,25352000,12132700,14617000,6913100,1838700,16945000,54920400,5283700,10170900,409700,2734000,37548300,16155400,10214500,3121600,19553386,10141600,8448662,1959800,3886700,3632800,52364000,122235000,2380400,5812800,5591900,5276900,1379200,10197400,4697600,6011300,9257000,3012000,2625600,4051600,2960400,2110329,2958400,5085118,1345100,4281600,1727100,1430600,3720200,1073700,10556000
2019-07-17,56430000,20211000,348204000,19538000,12083700,15453000,4160500,2298100,13120900,84958300,2583500,9131800,511200,2248900,24502100,7673800,8862100,3995200,16341532,12205000,9848999,1671500,9381400,5579100,51176000,146470500,1698400,4461500,4635900,3671100,1716600,7419300,3874200,7055900,12523600,3693500,2254400,3750200,4010000,5809506,3672300,4347663,1368200,6556800,2102700,1395000,2011400,986700,7916700
2019-07-18,74162400,30381800,442192000,25450000,11937900,19357000,3724000,1597200,9397200,49468800,2858100,11185800,498300,3524500,19409100,10955600,6203100,5825800,13728877,8573300,8472661,1543000,8311600,3922900,69738000,71379000,2259800,4607000,6470200,3847300,1696100,11424500,5770700,5711600,13563000,3330800,2468000,3548200,4582800,4379808,2359000,4638132,1404400,4413200,1911700,1279400,1885000,1013800,7549200
2019-07-19,83717200,48992400,344896000,23184000,12098300,22047000,5218800,2100200,10402800,44863200,1822300,10083600,887400,7819000,21847900,12138900,8340200,4413200,23552579,9806900,12053782,1593100,5824000,5292400,63712000,105726000,2860500,6635300,10804800,3420400,1607600,11243100,4880900,5136000,12811700,3130200,3972900,4837100,9504000,3223212,3011800,5138985,2690300,5843600,2408000,1847200,2043900,1228300,12240300
2019-07-22,89111600,25074900,315940000,28914000,13589000,33905000,2909500,1336400,9061100,31224300,1907100,7091800,647800,4839700,17972100,8774200,12624800,4104300,12552086,9961800,7261697,1106100,6566100,3061400,58000000,102636000,2580000,6810300,5636600,2850200,1459100,8368800,3275800,3320500,10961200,3331000,1966800,3267800,4265100,1871816,2495400,5399422,970300,6547600,2160300,1259200,1644800,653400,15255800
2019-07-23,73420800,18034600,428176000,20648000,14583700,19692000,4865800,1826800,12752200,64030300,3330600,9859600,449200,4055100,21150200,10277000,5803600,2889300,19586904,8025300,7420469,1025100,4049100,3304500,54070000,75346500,2503600,5659900,7609200,4304000,1117800,8551200,4295300,4431900,10610500,2908200,1873800,4122200,3354900,2208259,3362300,12855169,2176800,6337200,3141800,1165300,2141300,1064800,14093500
2019-07-24,59966400,20738300,366236000,27192000,32532500,19006000,4110500,1458800,10011000,53171900,3180000,8092200,593400,3628300,29357200,11347300,6838600,4864000,18117838,12595300,7720197,2538300,3879100,3429900,52626000,166092000,2971600,6362900,5388100,3204700,1257100,8260200,4796900,4405000,10763300,1849300,2924400,12664900,7447900,1858129,12086000,5684171,1775600,6080000,2386500,1932400,2103800,1102800,11173900
2019-07-25,55638400,18356900,392700000,54762000,39889900,15741000,6934500,1378500,10138400,43251900,2776700,8733800,494900,2663500,20562000,8571800,8897800,3362800,17514634,12403500,9670106,1214300,4671200,3007500,82730000,336274500,3789000,4546400,8106300,3603500,1600200,9083900,4586800,5019300,7701100,2945100,3649000,4823200,9663700,1866511,8941300,6339633,1180600,7010000,2680300,1058800,1926000,2084900,11006100
2019-07-26,70475600,19037600,274160000,121216000,24434000,14996000,4979100,1507800,12800400,46978800,2304500,8321000,418000,4236200,21641500,12260400,4894600,3362600,21062187,12259300,7638977,1274000,4177700,3515600,98542000,150415500,5029300,3707200,20846500,5315900,1447700,7677300,6971700,6704100,6731100,3026100,2267300,4238000,4441100,1866193,8526500,3521383,1950000,4324800,2426000,1336800,1653200,1191200,12333100
2019-07-29,86693600,16605900,248160000,41382000,16530800,12068000,8880500,2778400,8500400,39176700,1372800,8667000,363300,1829500,19148600,7837500,7832000,2005500,64559186,10117300,11123682,1060000,3623900,3131300,89864000,139099500,4278600,4387300,11184500,3328800,1257400,7091900,4377500,6597500,6549500,3407000,2275200,2715600,4116600,1612508,4171100,3259675,1459600,5274000,2442900,1875400,1845100,1468200,10165700
2019-07-30,135742800,16846500,197772000,28616000,11903600,11164000,4241600,2158000,7121100,37598300,1644600,7339100,391300,1575400,14207000,6223400,5509600,1908800,95739668,8143700,14286965,1343300,2864700,3892300,58218000,121635000,2808500,3561200,7248300,2733400,978200,6961200,3871700,5927800,9256500,3707600,1465900,3257200,4528000,1520944,3265900,3584148,1400700,6447200,2693400,2080100,1395500,2466300,13329300
2019-07-31,277125600,38598800,359416000,39960000,14593500,20819000,7454200,3066900,13648000,60607600,1991100,8317100,421000,3221000,23422800,9018400,8559200,3532400,56309423,11300000,12443428,1903700,6197200,6937100,89414000,137673000,4048800,5818200,9912100,4470600,1886900,13104600,7199500,8268500,10673300,3144300,2415900,4322000,5219700,3073611,4859500,5348733,2000300,8446000,2824800,2845100,3302100,4160900,24396200
2019-08-01,216071600,40557500,421212000,35426000,17777000,21911000,26124700,3210200,15664500,76913400,3070100,12963900,734500,4489800,22668600,21228900,7870700,3613600,51624920,13106700,10550006,1552000,7022000,4287800,94266000,123892500,3231800,7871800,8342300,7100500,2634300,17132800,7928400,7924200,13280000,8080000,2153200,5530100,6465300,2919448,5106700,4633524,2193800,7507600,3055000,1691400,2340000,3762800,18677000
2019-08-02,163448400,30791600,428348000,34910000,15297000,20080000,13138900,3400900,11025500,57492300,2503000,16089900,527700,3268800,20159000,8811900,6574900,2677600,29153640,9653900,10913767,2096300,4756400,3632200,99124000,92047500,3517800,8761400,6381700,5134500,1969200,21376700,9026200,7697700,8738200,6795800,2075600,5968600,4675400,2286137,3669300,3443681,2270200,6912800,3228900,1802200,1773800,2556900,17458800
2019-08-05,209572000,42749600,589156000,47840000,23086700,27765000,13070100,4292600,15855300,96207700,2794200,15311100,647600,5876200,27113500,13878300,9480000,5812400,46030183,11618800,11885578,2569400,6253800,4598700,121164000,105424500,3685600,8493300,8917400,7255600,3329800,19080900,8620300,7474600,10771600,5476400,3034800,5482500,5876100,3496419,4332900,6322790,3243300,8838400,3969200,2268700,2706500,3074800,18941500
2019-08-06,143299200,32696700,361272000,36014000,18035700,22199000,6694000,2552100,10203500,65115800,2349400,10481200,418100,3497000,19446100,9930000,7880600,3533000,31985843,10248700,11025274,2287500,4422500,4786400,101406000,83463000,2970300,8664500,7438000,5546300,2383000,12282400,6788000,6166900,11639900,4257200,2164500,3713900,3653300,3824693,4875200,6042808,1824800,7171600,3943300,1988200,2886700,2352000,18747900
2019-08-07,133457600,33414500,372560000,30686000,15833200,22244000,7635500,2196700,17320900,75388500,2454200,14108500,574000,3170800,27830000,21892100,6771700,3205800,32017253,10532100,11509660,1664300,5502600,3954100,90538000,71647500,3767200,6275000,6414000,4762100,3037500,15231100,6853700,9289600,12162700,5249900,2349800,5048700,4187600,3267031,3529400,6835401,1747100,6892800,2630100,1827800,2040600,2078900,11865500
2019-08-08,108038000,27496500,309300000,30116000,14828900,29163000,8670300,2506000,10903300,53141900,2342200,9884400,499900,2976100,20671300,14452100,5260500,2830700,23356429,7427400,8699762,1348200,6439300,4951200,74024000,79114500,3724300,6208900,7423600,4464100,2046700,14304100,8868100,7444800,10805500,6235200,2311900,3734800,3673000,2576957,2349100,4253117,1661300,5971200,2252100,1389700,2163700,1927100,11335900
2019-08-09,98478800,23466700,341816000,20418000,11058800,30735000,5286700,1451100,9980800,53499600,1790100,11011400,650000,2138300,19786100,13647600,4677300,2535000,25391703,10893500,8968260,921900,5102700,6602100,57596000,58473000,3784000,5460200,5209200,4966300,1284300,13686600,5051700,5391700,7866600,2787800,2005600,3805600,3102900,1912028,2113800,3767360,1742900,5828800,2355200,1251300,2788100,1600200,8948000
2019-08-12,89927600,20484300,279200000,22064000,10930900,20040000,4389500,1580500,9393700,55674700,1479300,8775000,665900,2918000,17364400,8733200,6852100,2667400,44212665,5258900,8761909,1183900,3650800,2668900,58110000,69958500,2338200,3762500,5513800,5194200,1638600,9542600,3936500,4726100,8030000,4615300,1967400,4321500,2683400,1581102,1724000,4135055,3738300,3922400,2302000,883800,1433300,1891100,10635600
2019-08-13,188874000,25154600,351956000,28434000,13577000,22340000,5205800,2326400,12124700,69919200,2115900,10896700,877200,3175700,16649100,11376700,5013200,2763400,45549453,7082500,8413658,1905600,4808300,3687500,79880000,72721500,2913300,6896800,8915600,8412100,1724600,12403300,5806400,6461800,11075400,4881100,2267800,4331900,3689700,3418330,2804800,3813918,2890500,7496800,2400900,2468800,1820700,1678700,11016500
2019-08-14,146189600,32527300,419880000,35430000,18903700,27108000,8607800,2586000,19491800,106591700,3025100,17133400,793400,5626300,28786700,13862200,7736200,3464300,38633421,9373300,11411148,1856200,4106200,4715100,97872000,143439000,3233700,7266100,9989500,7011500,2122100,18114400,7175600,7851800,12761500,6971500,2529800,5543100,5110400,2607195,3775700,5337769,3001000,9558000,3584600,2092700,2271000,2441100,15041200
2019-08-15,108909600,28074400,477200000,28506000,12925900,20010000,6647700,2336800,13365600,70192000,1981900,10818600,612700,3031700,27900000,7587100,7251200,2513500,30713665,9195700,9543612,1603700,4952600,4366000,75182000,122394000,2774100,6713600,5559400,5389000,1623200,12874400,6272600,6069800,20155700,4008300,2089900,4171900,4721800,2355844,3698000,6295618,2402700,7865600,2384800,1773200,2248300,1508300,12124000
2019-08-16,110481600,24449100,1007960000,24916000,12654600,17458000,5341100,1954500,11830600,70841700,1878700,9742800,544300,2343400,21196600,6311800,5858900,2810000,30012334,8348100,9156271,1035100,5786300,4758100,60360000,76477500,2475900,5649000,4852200,4861100,1230800,12649000,6239100,5273200,13561300,2540900,2118400,3551900,3866600,1854840,2723300,4023348,3493000,10488400,2285500,1681900,4364400,1198900,11923500
2019-08-19,97654400,24355700,815112000,24450000,9691200,17489000,4632100,1955200,8265400,44964800,1646100,7803000,473000,3286700,15378100,5361700,4958000,2672300,21997296,9826300,7655221,1089100,4579800,6106800,56326000,79644000,2721100,7027900,5324900,7353800,1313400,10032800,6443700,9315400,11073600,3530000,2747900,2630900,2335600,1747679,2382600,2896906,1993600,5632400,2632000,1415900,1730700,1232100,11011900
2019-08-20,107537200,21170800,463188000,20206000,10083400,17920000,6259200,1491000,8374000,47665000,1545600,11350000,401700,3641600,13345800,6790500,7302000,3201300,19932510,12037900,6176598,1031000,3322400,11295400,38590000,61878000,2333800,5903100,6809100,8797200,1390600,9743500,5150900,5297700,7770100,3039100,1904500,2402000,2039000,1831498,2599100,3161474,1582900,8316000,3611300,1620700,1675200,1364200,9892600
2019-08-21,86141600,14970300,427244000,14152000,8398200,19381000,6142400,1520200,8189300,47785400,1160800,9876100,351200,2948300,13513700,4950400,6912800,2761900,19208728,7615700,6486072,749600,3894300,6549300,40636000,116914500,2053200,6454200,4740500,41449400,1682300,10134200,4578400,6044600,6427200,2886800,1988300,2783000,3265600,1837864,1906900,2732286,1855200,7483600,2754400,1279500,1501500,1074700,7637300
2019-08-22,89014800,18697000,303488000,17352000,10821400,12294000,11744500,1743200,9343400,49353700,1275900,8126000,551900,2322100,14703900,6901600,7213500,4498200,16933142,6495700,6588776,845700,3207000,4402600,53070000,98385000,2550600,5571600,5146200,17105700,2345500,8972000,4362100,4316200,6975600,2299800,1946100,2118200,8320900,2058340,3005000,2593248,1716400,9159600,1945500,1073000,1359900,1446700,9272200
2019-08-23,187272000,38508600,568056000,36254000,17323400,25742000,26531900,2851900,14762300,81880700,2200500,12310800,853300,4800400,21152500,8736700,15714000,4826600,27765311,8904700,10608694,1758500,6228400,5316000,105416000,128079000,3662300,8497800,8076600,8989600,1984300,15371900,7653400,7133400,13952100,5160000,3305100,6102000,11518700,4607817,4375800,5532580,2983000,10485600,3153900,1497100,2183100,2119700,13203000
2019-08-26,104174400,20312600,318208000,21166000,8773600,14249000,8975400,1792800,8209500,41499100,1441900,10408600,812300,3170600,15973100,5920500,8889500,2918300,17468680,4841100,6041825,1052000,3521200,3092600,61600000,75778500,2553100,4336000,5802600,5583100,1426400,7343900,3966400,4989100,11611200,2688200,1568100,5200400,4661100,3282734,3215800,3325936,1864100,7455200,2037100,968500,1642200,1226800,9486900
2019-08-27,103493200,23102100,290968000,23460000,14399600,14298000,6516500,1792300,14331800,52517000,1513300,8742900,1068800,3145800,15038200,9081800,20183800,4988100,24715351,7591200,6527049,1002600,4845200,4429500,60394000,81243000,2070000,3842500,6539800,5319900,5169000,9490900,4237100,5342100,10000600,2649300,2586000,3160700,3740300,2684542,2883900,3459571,1240700,9541200,3668000,1584000,2080400,1477100,16953900
2019-08-28,63755200,17393300,255612000,16810000,9386100,17202000,5326800,2776300,10585500,45897900,1437800,9881900,590700,2327400,14740000,10094400,9878800,4847600,26047924,6872800,6159934,1316600,3889500,3924300,48394000,48382500,2146100,4123700,4948800,6641000,5162100,9647400,4153500,4880300,11557000,3055900,2318100,3187900,2402000,2507567,2609900,3252047,1477800,11356800,2639200,1143700,1550700,1122700,15238900
2019-08-29,83962000,20168700,357976000,19636000,10128700,16429000,5979900,2171900,10002200,55432900,1816800,12191900,699700,1901300,16196600,7658200,6749900,4052500,19610302,6011900,6321012,1858500,3758600,3992900,60302000,77692500,2729800,5101900,4514300,5196600,2613100,9004100,4467300,6401900,12614300,3726700,2372500,3442900,2717500,4158377,2708100,7271105,1611800,8512000,2231400,986200,1499400,1458900,8538000
2019-08-30,84573600,23940100,290616000,18064000,10774500,16720000,7591000,2373300,10170300,41326200,1529600,7427000,466300,2366200,15250600,6896900,7371100,3384100,18873346,6415100,6795127,2165900,3627900,3776500,61174000,139809000,2733700,5235400,5209500,5309000,1801000,9180800,4881100,5131500,12443800,3164000,1932500,2912000,3147000,3349153,2209700,3702529,1629100,11786800,2157900,1426200,1861100,1686800,9962200
2019-09-03,80092000,18869300,296140000,25908000,9779400,22210000,4953800,1837000,9868800,50743100,2633600,8675300,540200,3198700,17224200,7749800,5710200,3382300,26624989,7915700,6695882,1590000,4060600,4360100,70860000,80311500,3183100,6360800,5150700,3992100,1842900,9849700,5672500,5142300,9366900,2467000,2140100,3780600,4272200,2970270,1981800,4028433,2030600,9718400,2620200,1843100,2044300,1370200,10470100
2019-09-04,76752400,17995900,227728000,21312000,11308000,19865000,3604500,1516000,6929200,40862500,1720600,6829900,525000,3746900,17123100,6904000,4807200,4526100,20649441,9618300,7868070,1288300,3673100,4320900,46482000,86415000,2252200,4151200,12937000,3963700,1375700,6959200,4595600,5803100,11018400,2951100,1664100,3688400,2737100,4217157,2732900,3585102,1562300,8909600,2102600,1796100,2226600,1210400,9232200
2019-09-05,95654800,26101800,695676000,26394000,13876700,20938000,5065400,2835900,13224700,63413700,2237900,8101600,888800,5261100,19243400,9395000,4754100,4256900,22096794,5602400,7524954,1470500,4356400,4148200,66216000,110929500,2752100,6328400,5514400,4144400,1865300,9901500,5394300,6014500,12117900,4059700,2668700,5355100,3643300,4786808,2854900,4231348,1672900,17661200,2721200,2059100,2383000,1911200,9232300
2019-09-06,77449200,20824500,376976000,18972000,15226800,13748000,4722300,2273100,7836600,56054100,1438800,7012700,467200,4552400,18846100,7047900,6758300,4183200,20873416,7502500,7047695,2337300,4451300,4484900,49938000,62841000,1976500,3625300,3991800,5274400,3018100,10418500,4578200,4635000,11976700,3794000,2117500,3315700,3022600,3530796,2116500,3375513,1083200,9130400,2578000,2307600,2075900,1066700,8920200
2019-09-09,109237600,25773900,417524000,31854000,14722400,21686000,6265500,3134500,13985100,68629300,2734500,11888800,724700,5336000,27651400,7962500,7684700,3895600,24675616,10310900,12040786,1568400,4444600,4652700,59990000,72040500,2569600,4282400,6523300,5005500,3397200,12840200,5048000,6176800,13461600,5133600,2396100,4433300,4183300,5296300,2882300,3675834,1725700,8297600,2935100,2994000,1500700,2862300,12848700
2019-09-10,127111600,28903400,352812000,27922000,15455900,20850000,6249700,4097800,14333100,71066200,2615800,12292700,734800,6196100,25822400,8701400,8239500,4257600,32250397,12155700,18087432,2428400,5613100,5063900,52278000,73255500,6407600,7072400,12490900,3949200,2725000,13810800,8728800,8567700,19638200,4342700,2367200,8479700,4547200,4479118,3070200,4552326,2702900,11094800,3179600,4266100,3160500,1788900,13987000
2019-09-11,177158400,24726100,361512000,23522000,11761700,19260000,6242400,2594000,9919200,53982200,1886300,9877900,605100,3674400,19190000,6799700,6203600,3168100,16963181,8369100,10602197,1293700,4458900,6209100,48656000,150642000,3393300,4623300,8406600,3704700,4754700,10525700,5509500,7940300,17918600,3585300,1924500,7592600,8437000,4294398,2437000,4557093,2213300,8818000,2756500,3019700,2148300,1292100,12241500
2019-09-12,128906800,27010000,327840000,31644000,11419800,33109000,4993500,2955000,12283500,72943900,2913800,13254300,602200,3733500,24305900,8829400,5250000,4713700,16692303,9560100,8416698,1108200,3517500,5203200,56470000,128718000,3439100,4057500,6862200,3185700,2942600,9100700,5818300,5712300,13089500,3200200,1868500,5594600,4495300,2946928,2224400,4805931,2732800,8671200,2339400,2334500,1701500,1640200,9491400
